impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-141542,A652143,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652143,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Jumposauraus Rex,Rabbit Sh,6 MONTHS,Spayed Female,Rabbit Sh,Gray,11/4/2021 0:00,Received on,14500 block of  NE 20TH ST,BELLEVUE,WA,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652143,Image Copyright HLP Inc. 2021,"Received on: 2021-11-04<p/> Found Near: 14500 block of  NE 20TH ST<p/> Description: Gray Spayed Female Rabbit Sh Rabbit Sh<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141536,A652136,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652136,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Toast,Dog,6 MONTHS,Neutered Male,Jack Russell Terrier / Mix,White / Brown,11/4/2021 0:00,Received on,28800 block of  180TH AVE SE,KENT,WA,98042,KING COUNTY,47.342827,-122.101919,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652136,Image Copyright HLP Inc. 2021,"Received on: 2021-11-04<p/> Found Near: 28800 block of  180TH AVE SE<p/> Description: White / Brown Neutered Male Jack Russell Terrier / Mix Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-141377,A651605,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2342364,In Public Home,,Dog,Over 1 year<p/>,Female,Jack Russell Terrier,White,10/27/2021 0:00,Date Found,SAFEWAY  ON A STREET IN AUBURN BY MCDONALD'S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2342364,Image Copyright HLP Inc. 2021,"Description: Small grey terrier mix, friendly, pregnant. Not microchipped. Posted to Pawboost and FB pages. Will put up flyers this weekend. Info and pictures given to Auburn Humane Society as well.<p/>Age: Over 1 year<p/>Found Near: Safeway on A street in Auburn by McDonald's, Auburn WA  98002<p/>Found Date: 10/27/2021<p/>",
K21-141650,A652476,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,5 YEARS,Male,Domestic Shorthair,Black,11/8/2021 0:00,Received on,102ND  PL SE,KENT,WA,98031,KENT,,,,Image Copyright HLP Inc. 2021,Received on: 2021-11-08<p/> Found Near: 102ND  PL SE<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/>,
K21-141370,A651594,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651594,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Newman,Cat,1 YEAR,Neutered Male,Domestic Longhair,Gray,10/29/2021 0:00,Received on,1200 block of  5TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651594,Image Copyright HLP Inc. 2021,"Received on: 2021-10-29<p/> Found Near: 1200 block of  5TH AVE S<p/> Description: Gray Neutered Male Domestic Longhair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K21-141600,A652329,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348336,LOST,Pop,Dog,Under 1 year<p/>,Male,American Pit Bull Terrier,Unknown,11/6/2021 0:00,Date Lost,MILITARY  RD S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348336,Image Copyright HLP Inc. 2021,"Description: Pit lab mix, yellow brown short coat with white hair on the chest, yellow eyes, one paw has white mark, very friendly.<p/>Age: Under 1 year<p/>Location Lost: Military Rd S, Seatac WA  98198<p/>Lost Date: 11/06/2021<p/>",
K21-141566,A652238,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A652238,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Gonzo,Cat,14 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,11/5/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652238,Image Copyright HLP Inc. 2021,"Received on: 2021-11-05<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 14 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hello there! My name is Gonzo and I am available for adoption.<p/><p/>I was brought in by my previous owner on November 7, 2021 along with my brother Harvey (A652236) because they were moving out of state and couldn't take us. I've lived with men and women and I tolerate other cats, but don't do so well with dogs.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend, but because of my shy nature, I would do best in a calm, quiet home to live out the rest of my years.<p/><p/>",BLUE
K21-140507,A649522,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A649522,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sweet Boy,Cat,2 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Gray Tabby / White,9/29/2021 0:00,Received on,1800 block of  CENTRAL PL S,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A649522,Image Copyright HLP Inc. 2021,"Received on: 2021-09-29<p/> Found Near: 1800 block of  CENTRAL PL S<p/> Description: Gray Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-140815,A650395,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2332641,In Public Home,,Dog,Over 1 year<p/>,Male,Pit Bull,Black,10/9/2021 0:00,Date Found,NORTH  OF FIFE WA. 700TH ST WEST OF,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2332641,Image Copyright HLP Inc. 2021,"Description: White and Black with black circle around one eye male fixed no microchip sits shakes and lays down with verbal cues very friendly<p/>Age: Over 1 year<p/>Found Near: North of Fife WA. 700th st west of I_5, Black Diamond WA  98010<p/>Found Date: 10/09/2021<p/>",
K21-141624,A652380,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348695,LOST,Dolce,Dog,Over 1 year<p/>,Female,American Bulldog,Unknown,10/30/2021 0:00,Date Lost,137TH  AND VICKERY AVE E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348695,Image Copyright HLP Inc. 2021,"Description: she's pretty distinctive her eyes are green but dilate a ton, she has a zig zag tiny tail, her creamy white patch in the middle of her chest gets smaller as it goes down, two cowlicks on her but and she has super cropped ears, huge underbite<p/>Age: Over 1 year<p/>Location Lost: 137th and vickery ave e, tacoma WA  98446<p/>Lost Date: 10/30/2021<p/>",
K21-141744,A652791,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652791,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Rabbit Lh,2 YEARS,Unknown,Rabbit Lh,Brown / Tan,11/12/2021 0:00,Received on,200 block of  W CLOUDY ST,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652791,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 200 block of  W CLOUDY ST<p/> Description: Brown / Tan Unknown Rabbit Lh Rabbit Lh<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-140882,A650562,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2333569,LOST,Stevie,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/9/2021 0:00,Date Lost,HOME  ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2333569,Image Copyright HLP Inc. 2021,"Description: Domestic short hair grey and black tabby with white paws/chest stomach<p/>Age: Over 1 year<p/>Location Lost: Home St, Bellevue WA  98005<p/>Lost Date: 10/09/2021<p/>",
K21-141648,A652474,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349144,LOST,Talini,Cat,Over 1 year<p/>,Female,Bengal,Unknown,10/1/2021 0:00,Date Lost,132ND  NE AND NE 61ST STREET KIRKLAND,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349144,Image Copyright HLP Inc. 2021,"Description: Talini is a spayed female snow bengal with blue green eyes.  Lighter white to tan base coat with light to dark brown rosettes and spots.  No collar as they only last for 10 minutes.  She went missing from her home kitty corner from NE Bridle Trails.<p/>Age: Over 1 year<p/>Location Lost: 132nd NE and NE 61st Street Kirkland, Kirkland WA  98033<p/>Lost Date: 10/01/2021<p/>",
K21-141587,A652303,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348109,LOST,Garfield,Cat,Over 1 year<p/>,Male,Turkish Angora,Unknown,10/22/2021 0:00,Date Lost,N  204TH IN SHORELINE AND FREMONT AVE N,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348109,Image Copyright HLP Inc. 2021,"Description: He is an Orange Cat. Tabby. He is not neutered/spayed. He is nice and fat and healthy. He will whine until he is given milk. He likes to go out and roam about. He is friendly but if you annoy him he will release his claws. No collar.<p/>Age: Over 1 year<p/>Location Lost: N 204th In Shoreline and Fremont ave N, shoreline WA  98133<p/>Lost Date: 10/22/2021<p/>",
K21-141749,A652796,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652796,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Male,Terrier / Miniature Poodle,White,11/12/2021 0:00,Received on,17400 block of  SOUTHCENTER PKWY,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652796,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 17400 block of  SOUTHCENTER PKWY<p/> Description: White Male Terrier / Miniature Poodle Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-140851,A650462,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2333075,LOST,,Dog,Under 1 year<p/>,Female,German Shepherd,Unknown,10/8/2021 0:00,Date Lost,AUBURN  WA,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2333075,Image Copyright HLP Inc. 2021,"Description: playfully, loving smart dark hair German Shepard.she was wearing a black harnest. She was taken from my car in auburn I don't care I just want her back please..she's my baby..<p/>Age: Under 1 year<p/>Location Lost: Auburn wa, Renton WA  98057<p/>Lost Date: 10/08/2021<p/>",
K21-141622,A652375,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652375,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Dexter,Cat,11 WEEKS,Neutered Male,Domestic Mediumhair,Org Tabby,11/7/2021 0:00,Received on,41000 block of  212TH AVE SE,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652375,Image Copyright HLP Inc. 2021,"Received on: 2021-11-07<p/> Found Near: 41000 block of  212TH AVE SE<p/> Description: Org Tabby Neutered Male Domestic Mediumhair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-141578,A652276,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652276,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tabatha,Cat,12 YEARS,Spayed Female,Domestic Shorthair,Tortie / Brn Tabby,11/5/2021 0:00,Received on,31000 block of  MILITARY RD S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652276,Image Copyright HLP Inc. 2021,"Received on: 2021-11-05<p/> Found Near: 31000 block of  MILITARY RD S<p/> Description: Tortie / Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 12 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-140662,A649974,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330864,LOST,Taco,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/4/2021 0:00,Date Lost,SE  190TH PL AND 108TH AVE SE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330864,Image Copyright HLP Inc. 2021,"Description: Slender, brown tabby, with some reddish-brown areas of fur. No collar. He is about 1.5 years old.<p/>Age: Over 1 year<p/>Location Lost: SE 190th PL and 108th AVE SE, RENTON WA  98055<p/>Lost Date: 10/04/2021<p/>",
K21-140604,A649787,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2330019,LOST,Buddie,Dog,Over 1 year<p/>,Female,Border Collie,Unknown,10/2/2021 0:00,Date Lost,8100 block of  172ND AVENUE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2330019,Image Copyright HLP Inc. 2021,"Description: Border collie / terrier mix, black & white coloring, brown eyes, wearing red harness & purple/white collar.  Dog tags with King Co registration, her name, & my contact info.  Friendly, but also nearly deaf.<p/>Age: Over 1 year<p/>Location Lost: 8102 172nd Avenue NE, Redmond WA  98052<p/>Lost Date: 10/02/2021<p/>",
K21-140861,A650508,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2333240,LOST,Kash,Dog,Over 1 year<p/>,Male,Siberian Husky,Unknown,10/11/2021 0:00,Date Lost,17600 block of  134TH AVE SE K,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2333240,Image Copyright HLP Inc. 2021,"Description: He is a tall and slender husky with gray and white coloring.  He has a very defined black stripe down the middle of his nose.  His eyes are hazel.<p/>Age: Over 1 year<p/>Location Lost: 17650 134th AVE SE K 304, Renton WA  98058<p/>Lost Date: 10/11/2021<p/>",
K21-141507,A652063,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2344577,LOST,Smeagol,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/31/2021 0:00,Date Lost,4200 block of  S 184TH ST,SEATAC,WA,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2344577,Image Copyright HLP Inc. 2021,"Description: Black cat with white nose, toes, and chest.<p/>Age: Over 1 year<p/>Location Lost: 4221 s 184th st, SEATAC WA  98188<p/>Lost Date: 10/31/2021<p/>",
K21-140932,A650691,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2334381,LOST,Toby,Dog,Under 1 year<p/>,Male,Alaskan Husky,Unknown,10/10/2021 0:00,Date Lost,18100 block of  44TH AVE S,SEATAC,,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2334381,Image Copyright HLP Inc. 2021,"Description: 8 Months, special carateristic:purple tongue.<p/>Age: Under 1 year<p/>Location Lost: 18123 44th Ave South SeaTac WA 98188, SEATAC WA  98188<p/>Lost Date: 10/10/2021<p/>",
K21-141404,A651682,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2342810,LOST,Izumi,Dog,Over 1 year<p/>,Female,Korean Jindo,Unknown,10/15/2021 0:00,Date Lost,JENKINS  CREEK PARK,COVINGTO,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2342810,Image Copyright HLP Inc. 2021,"Description: White, looks like a cross between a German Shepard and Husky. Slipped harness so no tag or collar. She was seen at different times in the Park behind Home Depot and also Multicare. Newly rescued from Korean meat market and is very skittish.<p/>Age: Over 1 year<p/>Location Lost: Jenkins Creek Park, Covington, Wa., Covington WA  98042<p/>Lost Date: 10/15/2021<p/>",
K21-141030,A650899,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2335775,LOST,Darwin,Cat,Over 1 year<p/>,Male,Japanese Bobtail,Unknown,10/17/2021 0:00,Date Lost,100 block of  210TH AVE NE,SAMMAMISH,WA,98074,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2335775,Image Copyright HLP Inc. 2021,"Description: Orange and white bobtail<p/>Age: Over 1 year<p/>Location Lost: 106 210th Ave NE, Sammamish, WA 98074, Sammamish WA  98074<p/>Lost Date: 10/17/2021<p/>",
K21-140842,A650439,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2332845,LOST,Conny,Dog,Over 1 year<p/>,Female,Miniature Poodle,Unknown,10/10/2021 0:00,Date Lost,17800 block of  162ND AVE SE,RENTON,WA,98058,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2332845,Image Copyright HLP Inc. 2021,"Description: She have a very short tails. Light Brown hair color. She also have a bit eyes problem. No name tag on her.<p/>Age: Over 1 year<p/>Location Lost: 17829 162nd Ave SE, Renton, WA, Renton WA  98058<p/>Lost Date: 10/10/2021<p/>",
